#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JRIU01000283.1	1	981	2006	981	100	207.029	39.1	48.5
JRIU01000282.1	1	251	217	251	100	91.7888	39.2	59.9
JRIU01000281.1	1	302	1188	302	100	422.235	39.2	59.9
JRIU01000280.1	1	226	294	226	100	145.973	39.2	35.9
JRIU01000279.1	1	229	148	229	100	60.345	39	49.2
JRIU01000278.1	1	387	204	387	100	70.3876	39.1	59.4
JRIU01000277.1	1	212	1634	212	100	726.354	39.4	59.6
JRIU01000276.1	1	300	302	300	100	91.15	39.2	53
JRIU01000275.1	1	210	416	210	100	220.362	39.2	48.3
JRIU01000274.1	1	247	1739	247	100	591.599	39.3	59.7
JRIU01000273.1	1	252	241	252	100	109.913	39.3	59.2
JRIU01000272.1	1	6186	2906	6186	100	68.1051	39.2	59.6
JRIU01000271.1	1	342	145	342	100	55.1871	39	58.8
JRIU01000270.1	1	251	225	251	100	91.4223	39.5	60
JRIU01000269.1	1	262	310	262	100	100.401	39.2	49.3
JRIU01000268.1	1	257	99	257	100	49.3813	39.3	58.3
JRIU01000267.1	1	421	394	421	100	110.318	39.2	59.9
JRIU01000266.1	1	724	319	724	100	61.9613	39.1	58.4
JRIU01000265.1	1	16337	3634	16337	100	32.7145	39.2	60
JRIU01000264.1	1	2795	595	2795	100	31.088	39.2	59.5
JRIU01000263.1	1	1415	429	1409	99.576	43.7159	39.1	42.8
JRIU01000262.1	1	3968	777	3954	99.6472	28.0691	39.1	18.9
JRIU01000261.1	1	322	133	322	100	44.764	39.2	47.9
JRIU01000260.1	1	1073	581	1073	100	75.8239	39.2	47.4
JRIU01000259.1	1	39731	8925	39731	100	33.1029	39.2	59.8
JRIU01000258.1	1	2557	2021	2139	83.6527	107.181	39.1	56.3
JRIU01000257.1	1	3663	893	3663	100	35.8938	39.3	60
JRIU01000256.1	1	1724	237	1704	98.8399	20.0354	39.2	34.6
JRIU01000255.1	1	68639	15131	68631	99.9883	32.632	39.2	59.3
JRIU01000254.1	1	4950	1717	3339	67.4545	47.358	39	48.6
JRIU01000253.1	1	162921	34891	162404	99.6827	31.6028	39.2	59.9
JRIU01000252.1	1	102309	22820	102077	99.7732	32.5815	39.2	59
JRIU01000251.1	1	3620	778	3620	100	31.4859	39.2	60
JRIU01000250.1	1	1881	516	1881	100	38.6587	39.3	54.1
JRIU01000249.1	1	103684	22673	103306	99.6354	32.1477	39.2	59.4
JRIU01000248.1	1	240	49	240	100	24.3083	39.1	43.4
JRIU01000247.1	1	126718	28702	126204	99.5944	33.0261	39.2	59.2
JRIU01000246.1	1	38089	8388	38089	100	32.4256	39.2	59.7
JRIU01000245.1	1	336	75	336	100	25.6607	39.3	44.9
JRIU01000244.1	1	40110	9221	40110	100	33.9896	39.2	59.9
JRIU01000243.1	1	9473	3476	9128	96.3581	45.2302	39.2	52
JRIU01000242.1	1	26286	5105	26280	99.9772	28.7048	39.2	54.4
JRIU01000241.1	1	252	883	252	100	177.321	39.1	45.4
JRIU01000240.1	1	61119	14248	60967	99.7513	34.0517	39.2	56.9
JRIU01000239.1	1	215	219	215	100	93.4	39	59.1
JRIU01000238.1	1	3011	763	3000	99.6347	37.0468	39.2	9.13
JRIU01000237.1	1	25567	6054	25423	99.4368	35.0636	39.2	56.4
JRIU01000236.1	1	264	96	264	100	45.3447	39.3	53.2
JRIU01000235.1	1	74472	16631	74055	99.4401	32.8553	39.2	59.7
JRIU01000234.1	1	791	188	605	76.4855	29.4564	39.2	57.8
JRIU01000233.1	1	5473	1222	5473	100	32.4321	39.2	59
JRIU01000232.1	1	3434	942	3428	99.8253	40.1127	39.2	32.9
JRIU01000231.1	1	272	293	272	100	83.8934	38.5	27.9
JRIU01000230.1	1	162216	33043	162144	99.9556	30.0301	39.2	59.9
JRIU01000229.1	1	15387	3283	15358	99.8115	31.459	39.2	57.1
JRIU01000228.1	1	58506	13159	58104	99.3129	32.4089	39.2	58.2
JRIU01000227.1	1	161315	37606	161123	99.881	34.3681	39.2	59.8
JRIU01000226.1	1	4264	1281	2543	59.6388	37.5178	38.7	50.4
JRIU01000225.1	1	37117	8493	37117	100	33.7855	39.2	60
JRIU01000224.1	1	369	104	369	100	36.3875	39.2	51.2
JRIU01000223.1	1	1779	814	1750	98.3699	50.6723	39.2	33.1
JRIU01000222.1	1	66247	13689	66247	100	30.5264	39.2	59.9
JRIU01000221.1	1	59649	12360	59630	99.9681	30.6013	39.2	59.6
JRIU01000220.1	1	74430	16080	74430	100	31.8723	39.2	59.8
JRIU01000219.1	1	68300	14161	68300	100	30.628	39.2	59.9
JRIU01000218.1	1	251	48	251	100	24.4582	38.9	52.6
JRIU01000217.1	1	38622	8077	38616	99.9845	30.8855	39.2	58
JRIU01000216.1	1	85747	18901	84987	99.1137	30.53	39.2	59.8
JRIU01000215.1	1	40602	10778	40519	99.7956	37.3718	39.2	58
JRIU01000214.1	1	1586	365	1006	63.43	29.819	39.1	54.5
JRIU01000213.1	1	100299	21594	100185	99.8863	31.619	39.2	59.5
JRIU01000212.1	1	97056	22048	96974	99.9155	33.1785	39.2	58.4
JRIU01000211.1	1	253	75	253	100	33.8498	39	50.8
JRIU01000210.1	1	26756	5181	26743	99.9514	28.5605	39.2	58.3
JRIU01000209.1	1	377	150	377	100	53.2334	39.3	59.3
JRIU01000208.1	1	46428	10137	46424	99.9914	32.2491	39.2	59.8
JRIU01000207.1	1	6441	1346	6405	99.4411	30.4448	39.2	53.2
JRIU01000206.1	1	321	243	321	100	80.5763	39.2	58.4
JRIU01000205.1	1	54996	7906	54596	99.2727	21.0971	39.1	9.37
JRIU01000204.1	1	236	66	236	100	36.6271	39.1	56.3
JRIU01000203.1	1	30927	6963	30601	98.9459	32.9749	39.2	59.6
JRIU01000202.1	1	18939	4676	18756	99.0337	33.845	39.2	58
JRIU01000201.1	1	241589	53797	240959	99.7392	32.8441	39.2	59.4
JRIU01000200.1	1	18433	4138	17972	97.4991	32.8566	39.2	59.8
JRIU01000199.1	1	103298	23782	102928	99.6418	33.7858	39.2	58.9
JRIU01000198.1	1	283	199	283	100	76.5512	39.4	59.5
JRIU01000197.1	1	211	408	211	100	172.19	39.2	36.9
JRIU01000196.1	1	1537	316	1207	78.5296	23.3709	39.2	42.9
JRIU01000195.1	1	17280	3738	17265	99.9132	32.0222	39.2	59.3
JRIU01000194.1	1	3526	762	3526	100	31.6988	39.2	59.5
JRIU01000193.1	1	2184	508	2085	95.467	32.7816	39.3	57.9
JRIU01000192.1	1	114136	24457	114136	100	31.1906	39.2	59.4
JRIU01000191.1	1	172874	36693	172571	99.8247	31.1098	39.2	59.5
JRIU01000190.1	1	235	159	235	100	55.7064	38.8	37.3
JRIU01000189.1	1	9852	2243	9852	100	32.6437	39.2	57.8
JRIU01000188.1	1	93523	19502	93451	99.923	30.7461	39.2	59.9
JRIU01000187.1	1	24915	7611	24747	99.3257	41.9226	39.2	46.6
JRIU01000186.1	1	75952	16212	75871	99.8934	31.337	39.2	59.6
JRIU01000185.1	1	11680	3253	11680	100	39.7779	39.2	57.3
JRIU01000184.1	1	35488	7328	35450	99.8929	30.5254	39.2	57.8
JRIU01000183.1	1	110511	24361	109806	99.3621	32.3845	39.2	58
JRIU01000182.1	1	210	56	210	100	30.6429	39.2	39.9
JRIU01000181.1	1	230	556	230	100	228.278	38.9	43.3
JRIU01000180.1	1	8210	3001	4779	58.2095	48.4501	39	58.5
JRIU01000179.1	1	4041	1142	4041	100	41.6704	39.1	8.96
JRIU01000178.1	1	15028	3354	14995	99.7804	32.696	39.2	59.1
JRIU01000177.1	1	76725	16956	76259	99.3926	32.6092	39.2	59.8
JRIU01000176.1	1	126538	26143	126247	99.77	30.4609	39.2	59.9
JRIU01000175.1	1	3459	1628	3433	99.2483	60.5788	39.3	48.5
JRIU01000174.1	1	337	150	337	100	58.1157	39.2	59.3
JRIU01000173.1	1	346	97	346	100	34.5405	39.1	50.5
JRIU01000172.1	1	531	659	381	71.7514	119.755	38.9	21.5
JRIU01000171.1	1	269	340	269	100	140.978	39.2	34.2
JRIU01000170.1	1	20198	4212	20030	99.1682	30.699	39.2	59.9
JRIU01000169.1	1	19962	4547	19957	99.975	33.5819	39.2	58.5
JRIU01000168.1	1	985	1760	698	70.8629	162.146	39	36
JRIU01000167.1	1	37245	8474	36908	99.0952	33.2444	39.2	59.4
JRIU01000166.1	1	20288	5011	19857	97.8756	30.7924	39.2	52.3
JRIU01000165.1	1	291	61	291	100	27.2062	38.9	48.4
JRIU01000164.1	1	133823	30594	133689	99.8999	33.7476	39.2	59.9
JRIU01000163.1	1	103880	21058	103667	99.795	29.9109	39.2	59.2
JRIU01000162.1	1	4815	1576	4785	99.3769	47.8386	39.3	40.8
JRIU01000161.1	1	3344	880	3250	97.189	36.102	39.1	52
JRIU01000160.1	1	1049	562	774	73.7846	51.1468	39.1	56.4
JRIU01000159.1	1	1845	376	1818	98.5366	30.0954	39.2	15.8
JRIU01000158.1	1	117423	27243	117257	99.8586	33.2677	39.2	59.8
JRIU01000157.1	1	307	243	307	100	98.6612	39.2	37.9
JRIU01000156.1	1	11105	2454	10895	98.109	32.0934	39.2	59.3
JRIU01000155.1	1	23523	4780	23503	99.915	30.0384	39.2	58.3
JRIU01000154.1	1	193654	40721	193570	99.9566	31.1079	39.2	59.8
JRIU01000153.1	1	4096	796	4096	100	28.2981	39.2	59.9
JRIU01000152.1	1	4818	1053	4818	100	31.7877	39.2	58.7
JRIU01000151.1	1	6540	3715	6482	99.1131	71.8018	39.2	30.5
JRIU01000150.1	1	612	164	590	96.4052	26.2484	39.2	47.4
JRIU01000149.1	1	23978	5275	23975	99.9875	32.4601	39.2	58
JRIU01000148.1	1	14492	2911	14483	99.9379	29.6671	39.2	57.4
JRIU01000147.1	1	40134	8131	40133	99.9975	29.9103	39.2	59.6
JRIU01000146.1	1	16573	3263	16573	100	29.0475	39.2	59.8
JRIU01000145.1	1	36783	8345	36268	98.5999	33.4491	39.2	59.8
JRIU01000144.1	1	32124	7127	32077	99.8537	31.6256	39.2	58.9
JRIU01000143.1	1	1433	272	1403	97.9065	27.8011	38.9	18.1
JRIU01000142.1	1	68880	18262	68858	99.9681	38.5563	39.2	58.6
JRIU01000141.1	1	71009	14403	70974	99.9507	29.911	39.2	58.6
JRIU01000140.1	1	34873	7960	34833	99.8853	33.5894	39.2	59.9
JRIU01000139.1	1	270	226	247	91.4815	66.0037	39	59.6
JRIU01000138.1	1	49460	11357	48335	97.7254	33.5368	39.2	59.3
JRIU01000137.1	1	124619	23891	124334	99.7713	28.1867	39.2	43
JRIU01000136.1	1	10620	2189	10588	99.6987	28.5076	39.2	50.5
JRIU01000135.1	1	68146	13944	68146	100	30.19	39.2	59.4
JRIU01000134.1	1	2850	1132	1784	62.5965	49.1902	38.9	53.4
JRIU01000133.1	1	336272	75625	335784	99.8549	33.1427	39.2	59.8
JRIU01000132.1	1	36633	7496	36412	99.3967	30.1514	39.2	59.8
JRIU01000131.1	1	70561	14386	70421	99.8016	30.0732	39.2	59.4
JRIU01000130.1	1	434	423	388	89.4009	62.9631	38.4	22.5
JRIU01000129.1	1	20041	4484	20041	100	33.0029	39.2	59.9
JRIU01000128.1	1	4176	856	4162	99.6648	29.6813	39.1	23.8
JRIU01000127.1	1	24131	4792	24108	99.9047	29.1992	39.2	59.7
JRIU01000126.1	1	133998	28761	133918	99.9403	31.5541	39.2	59.5
JRIU01000125.1	1	43186	10608	42941	99.4327	34.304	39.2	54.1
JRIU01000124.1	1	23266	5418	23049	99.0673	33.4532	39.2	58.7
JRIU01000123.1	1	117283	25379	117165	99.8994	31.6201	39.2	59.2
JRIU01000122.1	1	140950	31201	140891	99.9581	32.6188	39.2	59.5
JRIU01000121.1	1	59584	13150	59560	99.9597	32.5928	39.2	60
JRIU01000120.1	1	9674	2366	9664	99.8966	35.9056	39.2	39.4
JRIU01000119.1	1	385	167	338	87.7922	29.7117	39.2	49.8
JRIU01000118.1	1	1687	256	1687	100	22.2762	39.1	59.8
JRIU01000117.1	1	211	168	211	100	72.0379	39.2	58.9
JRIU01000116.1	1	59626	14922	59323	99.4918	34.0662	39.2	56.2
JRIU01000115.1	1	16715	3660	16628	99.4795	31.6686	39.2	51.9
JRIU01000114.1	1	306	850	306	100	217.376	38.9	36.4
JRIU01000113.1	1	306	510	306	100	167.402	39.2	28.6
JRIU01000112.1	1	7027	1292	7015	99.8292	27.2515	39.2	57.6
JRIU01000111.1	1	263	77	263	100	34.2167	39.2	60
JRIU01000110.1	1	6782	2396	6774	99.882	52.4012	39.2	20.5
JRIU01000109.1	1	10760	2748	10622	98.7175	35.4104	39.2	56.2
JRIU01000108.1	1	29787	6579	29756	99.8959	32.6205	39.2	59
JRIU01000107.1	1	409	500	313	76.5281	74.3521	38.1	17.4
JRIU01000106.1	1	755	251	619	81.9868	41.8212	39.1	56.1
JRIU01000105.1	1	759	157	759	100	27.5296	39.2	55
JRIU01000104.1	1	42339	9112	42315	99.9433	31.6473	39.2	58.3
JRIU01000103.1	1	86887	18204	86622	99.695	30.032	39.2	58.8
JRIU01000102.1	1	416	62	314	75.4808	15.9303	39.1	44.1
JRIU01000101.1	1	79474	16160	79353	99.8477	30.0566	39.2	59.4
JRIU01000100.1	1	54648	12090	54370	99.4913	32.4124	39.2	59.6
JRIU01000099.1	1	89607	18418	89265	99.6183	29.9765	39.2	58.8
JRIU01000098.1	1	8525	2146	8393	98.4516	34.2636	39.3	49.8
JRIU01000097.1	1	46547	10546	46268	99.4006	33.3246	39.2	59.8
JRIU01000096.1	1	1312	216	1308	99.6951	24.2805	39.2	43.9
JRIU01000095.1	1	38291	8725	38181	99.7127	33.181	39.2	58.1
JRIU01000094.1	1	79276	18072	79106	99.7856	33.2028	39.2	59.4
JRIU01000093.1	1	29202	6073	29192	99.9658	30.5181	39.2	59.4
JRIU01000092.1	1	49227	11091	49227	100	33.3274	39.2	60
JRIU01000091.1	1	563	151	563	100	32.9911	39.2	50.5
JRIU01000090.1	1	4205	1669	2598	61.7836	51.1332	38.9	55.4
JRIU01000089.1	1	127587	26642	127584	99.9976	30.7971	39.2	59.2
JRIU01000088.1	1	190015	40781	189457	99.7063	31.0424	39.2	58.4
JRIU01000087.1	1	1754	626	1727	98.4607	49.4664	39.2	48.5
JRIU01000086.1	1	184319	40188	183739	99.6853	31.9957	39.2	59.5
JRIU01000085.1	1	103145	21537	102831	99.6956	30.6235	39.2	59
JRIU01000084.1	1	25700	6160	25440	98.9883	34.0607	39.2	56.6
JRIU01000083.1	1	3222	1308	2004	62.1974	56.3178	39.2	59.7
JRIU01000082.1	1	342	191	342	100	63.8713	39.3	60
JRIU01000081.1	1	1140	464	1140	100	55.9149	39.1	49.8
JRIU01000080.1	1	265	83	265	100	31.7358	39.2	41
JRIU01000079.1	1	14050	3483	14004	99.6726	35.3841	39.2	58.8
JRIU01000078.1	1	72546	16539	72509	99.949	33.5054	39.2	59
JRIU01000077.1	1	20828	4791	20828	100	34.0428	39.2	59.9
JRIU01000076.1	1	10056	2142	9888	98.3294	30.7313	39.2	52.5
JRIU01000075.1	1	39173	9278	38849	99.1729	34.707	39.2	59.3
JRIU01000074.1	1	85433	18415	85244	99.7788	31.4658	39.2	59.7
JRIU01000073.1	1	272	114	272	100	55.0147	39.2	57.9
JRIU01000072.1	1	150714	30625	150665	99.9675	30.0103	39.2	59.7
JRIU01000071.1	1	4256	1028	4231	99.4126	34.5766	39.2	58.1
JRIU01000070.1	1	71065	15270	70805	99.6341	31.6837	39.2	59.7
JRIU01000069.1	1	2222	799	2213	99.595	50.2277	39.2	51.7
JRIU01000068.1	1	236	75	236	100	30.8263	39.3	41.4
JRIU01000067.1	1	67078	16065	66949	99.8077	34.7426	39.2	57.6
JRIU01000066.1	1	4142	1261	4142	100	44.1125	39.2	50
JRIU01000065.1	1	125219	26569	125219	100	31.3143	39.2	59.7
JRIU01000064.1	1	108796	21889	108600	99.8198	29.7008	39.2	58.9
JRIU01000063.1	1	323	517	323	100	135.898	39.1	39.7
JRIU01000062.1	1	228550	51961	228174	99.8355	33.0368	39.2	59.9
JRIU01000061.1	1	344	854	328	95.3488	157.363	38.2	18.2
JRIU01000060.1	1	41077	8680	40965	99.7273	31.0526	39.2	59.5
JRIU01000059.1	1	213	40	213	100	22.0892	39.4	46.8
JRIU01000058.1	1	78266	17126	77826	99.4378	32.1405	39.2	58.7
JRIU01000057.1	1	49255	10786	49230	99.9492	32.3389	39.2	58.9
JRIU01000056.1	1	89927	20349	89927	100	32.8444	39.2	58.3
JRIU01000055.1	1	66600	13343	66577	99.9655	29.6379	39.2	59.4
JRIU01000054.1	1	4663	1044	4663	100	32.5666	39.1	58.9
JRIU01000053.1	1	8106	1844	7838	96.6938	32.9595	39.2	59.1
JRIU01000052.1	1	65944	15192	65798	99.7786	33.6139	39.2	59.6
JRIU01000051.1	1	230	329	192	83.4783	138.578	39.2	40.9
JRIU01000050.1	1	8978	3115	8978	100	49.1755	39.3	48.5
JRIU01000049.1	1	2689	728	2689	100	38.7133	39.2	58.1
JRIU01000048.1	1	16579	3840	16579	100	34.2452	39.2	59.9
JRIU01000047.1	1	47648	11160	47624	99.9496	34.327	39.2	59.6
JRIU01000046.1	1	114207	25821	113894	99.7259	33.2455	39.2	59.7
JRIU01000045.1	1	19072	3862	19072	100	28.7349	39.2	59.7
JRIU01000044.1	1	392	150	392	100	43.6786	39.1	48.8
JRIU01000043.1	1	209686	46136	209355	99.8421	32.034	39.2	58.5
JRIU01000042.1	1	1420	2690	1340	94.3662	201.665	38.9	38.4
JRIU01000041.1	1	80581	17183	80224	99.557	31.2922	39.2	59.7
JRIU01000040.1	1	2684	2242	2511	93.5544	116.496	39.1	58.6
JRIU01000039.1	1	4389	1684	2484	56.596	45.0198	39	52.2
JRIU01000038.1	1	19970	4358	19946	99.8798	31.9652	39.2	59.6
JRIU01000037.1	1	243759	53028	243527	99.9048	32.1175	39.2	59.7
JRIU01000036.1	1	41874	9134	41562	99.2549	32.2265	39.2	59.1
JRIU01000035.1	1	35501	8088	35298	99.4282	33.5294	39.2	59.6
JRIU01000034.1	1	7726	1708	7703	99.7023	32.3051	39.2	57.3
JRIU01000033.1	1	63080	13515	63080	100	31.6867	39.2	59.5
JRIU01000032.1	1	112697	24486	112322	99.6672	31.6183	39.2	59.5
JRIU01000031.1	1	128238	28213	126786	98.8677	32.1397	39.2	59.3
JRIU01000030.1	1	102607	20957	101913	99.3236	30.0877	39.2	59.8
JRIU01000029.1	1	2889	754	2889	100	37.8377	39.2	59
JRIU01000028.1	1	976	1132	677	69.3648	106.335	39.3	40.4
JRIU01000027.1	1	200129	43656	199872	99.8716	32.0328	39.2	59.8
JRIU01000026.1	1	92597	18994	92365	99.7495	30.2713	39.2	59.7
JRIU01000025.1	1	697	182	673	96.5567	31.0057	39.2	53.2
JRIU01000024.1	1	7628	1536	7365	96.5522	29.2191	39.2	59.4
JRIU01000023.1	1	2917	675	2917	100	34.0271	39.2	59.8
JRIU01000022.1	1	2797	719	2797	100	36.3221	39.2	59
JRIU01000021.1	1	43940	9732	43910	99.9317	32.6621	39.2	58.9
JRIU01000020.1	1	582	238	405	69.5876	38.177	39.3	52.8
JRIU01000019.1	1	99425	22208	99352	99.9266	32.8472	39.2	59.6
JRIU01000018.1	1	100695	22085	100417	99.7239	32.3091	39.2	59.9
JRIU01000017.1	1	1644	349	1588	96.5937	26.3759	39.2	55.2
JRIU01000016.1	1	90696	21172	90244	99.5016	33.4892	39.2	58.9
JRIU01000015.1	1	339	126	339	100	40.8614	39.2	50.7
JRIU01000014.1	1	53418	11431	53366	99.9027	31.5759	39.2	59.2
JRIU01000013.1	1	8324	1875	8118	97.5252	32.7698	39.2	59.5
JRIU01000012.1	1	150181	31908	149967	99.8575	31.243	39.2	59.8
JRIU01000011.1	1	1490	296	1486	99.7315	29.1154	39.3	41.8
JRIU01000010.1	1	32399	7336	32399	100	33.4993	39.2	55.1
JRIU01000009.1	1	57716	13448	57400	99.4525	34.3172	39.2	58.9
JRIU01000008.1	1	13055	2872	13030	99.8085	32.0491	39.2	59.5
JRIU01000007.1	1	260032	55459	259872	99.9385	31.3318	39.2	59.4
JRIU01000006.1	1	81554	16955	81362	99.7646	30.5419	39.2	57.6
JRIU01000005.1	1	679	221	679	100	42.5979	39.1	57.2
JRIU01000004.1	1	81668	18115	81405	99.678	32.4127	39.2	58.5
JRIU01000003.1	1	65673	14501	65261	99.3726	31.7606	39.2	58.3
JRIU01000002.1	1	114563	23379	113699	99.2458	30.132	39.2	59.3
JRIU01000001.1	1	9053	2063	9053	100	32.578	39.2	59.2
JRIU01000415.1	1	230	833	230	100	430.843	39.2	58.6
JRIU01000414.1	1	2135	5003	2135	100	321.613	39.1	59.2
JRIU01000413.1	1	686	788	686	100	141.745	39.2	56.5
JRIU01000412.1	1	266	478	266	100	175.383	39.1	58.2
JRIU01000411.1	1	1143	3066	1143	100	390.71	39.2	60
JRIU01000410.1	1	201	385	201	100	224.423	39	59.9
JRIU01000409.1	1	593	1625	593	100	322.162	39.1	57.4
JRIU01000408.1	1	1121	1047	1121	100	130.922	38.9	59.9
JRIU01000407.1	1	1511	4640	1511	100	440.825	39.2	59.8
JRIU01000406.1	1	4960	15327	4960	100	450.792	39.2	60
JRIU01000405.1	1	709	1313	709	100	247.587	39.2	56.7
JRIU01000404.1	1	3602	8082	3602	100	328.533	39.2	60
JRIU01000403.1	1	1135	1985	1135	100	248.359	39.2	60
JRIU01000402.1	1	2698	4692	2698	100	246.502	39.2	59.1
JRIU01000401.1	1	2066	3300	2066	100	232.354	39.2	60
JRIU01000400.1	1	6091	13450	6091	100	322.185	39.1	60
JRIU01000399.1	1	3589	8459	3589	100	343.298	39.2	59.9
JRIU01000398.1	1	724	781	724	100	123.903	38.9	59.9
JRIU01000397.1	1	1785	2250	1785	100	179.891	39.1	56.8
