Scaffold,Start,End,Observed,Expected,Fold_Enrichment,P_Value,Treatments,Adaptations,Gene_Presence,Q_Value
JRIU01000126.1,79500,80500,6,0.023896359939695216,251.08426618705033,2.533528942194607e-13,CAS: 4 (66.7%); WT-37: 2 (33.3%),Temperature: 6 (100.0%),Yes: 4; No: 2,1.8655985847069383e-12
JRIU01000126.1,79000,80000,5,0.023896359939695216,209.2368884892086,6.365485916148828e-11,CAS: 4 (80.0%); WT-37: 1 (20.0%),Temperature: 5 (100.0%),Yes: 4; No: 1,3.9661873785235e-10
JRIU01000070.1,70000,71000,5,0.023896359939695216,209.2368884892086,6.365485916148828e-11,WT-37: 3 (60.0%); CAS: 2 (40.0%),Temperature: 5 (100.0%),No: 3; Yes: 2,3.9661873785235e-10
JRIU01000072.1,149500,150500,4,0.023896359939695216,167.3895107913669,1.3329584991339516e-08,WT-37: 2 (50.0%); CAS: 2 (50.0%),Temperature: 4 (100.0%),No: 2; Yes: 2,5.998313246102782e-08
JRIU01000072.1,149000,150000,4,0.023896359939695216,167.3895107913669,1.3329584991339516e-08,WT-37: 2 (50.0%); CAS: 2 (50.0%),Temperature: 4 (100.0%),No: 2; Yes: 2,5.998313246102782e-08
JRIU01000095.1,32500,33500,4,0.023896359939695216,167.3895107913669,1.3329584991339516e-08,WT-37: 2 (50.0%); CAS: 2 (50.0%),Temperature: 4 (100.0%),No: 2; Yes: 2,5.998313246102782e-08
JRIU01000095.1,33000,34000,4,0.023896359939695216,167.3895107913669,1.3329584991339516e-08,WT-37: 2 (50.0%); CAS: 2 (50.0%),Temperature: 4 (100.0%),No: 2; Yes: 2,5.998313246102782e-08
JRIU01000147.1,0,1000,4,0.023896359939695216,167.3895107913669,1.3329584991339516e-08,WT-37: 2 (50.0%); CAS: 2 (50.0%),Temperature: 4 (100.0%),No: 2; Yes: 2,5.998313246102782e-08
JRIU01000243.1,500,1500,3,0.023896359939695216,125.54213309352517,2.2339071412691425e-06,CAS: 3 (100.0%),Temperature: 3 (100.0%),Yes: 3,8.616498973466693e-06
JRIU01000246.1,35500,36500,3,0.023896359939695216,125.54213309352517,2.2339071412691425e-06,WT-37: 3 (100.0%),Temperature: 3 (100.0%),No: 3,8.616498973466693e-06
JRIU01000246.1,36000,37000,3,0.023896359939695216,125.54213309352517,2.2339071412691425e-06,WT-37: 3 (100.0%),Temperature: 3 (100.0%),No: 3,8.616498973466693e-06
JRIU01000031.1,127000,128000,2,0.023896359939695216,83.69475539568344,0.00028100995025459596,WT-37: 1 (50.0%); CAS: 1 (50.0%),Temperature: 2 (100.0%),No: 1; Yes: 1,0.000711306436581946
JRIU01000098.1,0,1000,2,0.023896359939695216,83.69475539568344,0.00028100995025459596,WT-37: 1 (50.0%); CAS: 1 (50.0%),Temperature: 2 (100.0%),No: 1; Yes: 1,0.000711306436581946
JRIU01000324.1,0,1000,2,0.023896359939695216,83.69475539568344,0.00028100995025459596,CAS: 2 (100.0%),Temperature: 2 (100.0%),Yes: 2,0.000711306436581946
JRIU01000115.1,14000,15000,2,0.023896359939695216,83.69475539568344,0.00028100995025459596,WT-37: 1 (50.0%); CAS: 1 (50.0%),Temperature: 2 (100.0%),No: 1; Yes: 1,0.000711306436581946
JRIU01000072.1,15000,16000,2,0.023896359939695216,83.69475539568344,0.00028100995025459596,WT-37: 1 (50.0%); CAS: 1 (50.0%),Temperature: 2 (100.0%),No: 1; Yes: 1,0.000711306436581946
JRIU01000115.1,14500,15500,2,0.023896359939695216,83.69475539568344,0.00028100995025459596,WT-37: 1 (50.0%); CAS: 1 (50.0%),Temperature: 2 (100.0%),No: 1; Yes: 1,0.000711306436581946
JRIU01000036.1,40500,41500,2,0.023896359939695216,83.69475539568344,0.00028100995025459596,WT-37: 1 (50.0%); CAS: 1 (50.0%),Temperature: 2 (100.0%),No: 1; Yes: 1,0.000711306436581946
JRIU01000166.1,18000,19000,2,0.023896359939695216,83.69475539568344,0.00028100995025459596,WT-37: 1 (50.0%); CAS: 1 (50.0%),Temperature: 2 (100.0%),No: 1; Yes: 1,0.000711306436581946
JRIU01000166.1,17500,18500,2,0.023896359939695216,83.69475539568344,0.00028100995025459596,WT-37: 1 (50.0%); CAS: 1 (50.0%),Temperature: 2 (100.0%),No: 1; Yes: 1,0.000711306436581946
JRIU01000098.1,7500,8500,2,0.023896359939695216,83.69475539568344,0.00028100995025459596,WT-37: 2 (100.0%),Temperature: 2 (100.0%),No: 2,0.000711306436581946
JRIU01000098.1,500,1500,2,0.023896359939695216,83.69475539568344,0.00028100995025459596,WT-37: 1 (50.0%); CAS: 1 (50.0%),Temperature: 2 (100.0%),No: 1; Yes: 1,0.000711306436581946
JRIU01000158.1,19500,20500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000205.1,37500,38500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000205.1,38000,39000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000202.1,0,1000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000192.1,87500,88500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000192.1,88000,89000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000186.1,56500,57500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000186.1,57000,58000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000164.1,119500,120500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000164.1,120000,121000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000158.1,19000,20000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000135.1,42500,43500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000154.1,130000,131000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000154.1,130500,131500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000240.1,12500,13500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000135.1,43000,44000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000126.1,80000,81000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000125.1,3500,4500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000125.1,4000,5000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000012.1,135500,136500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000101.1,38000,39000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000099.1,10500,11500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000076.1,8500,9500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000240.1,13000,14000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000046.1,58500,59500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000254.1,500,1500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000254.1,0,1000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000325.1,0,1000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000072.1,14500,15500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000074.1,18500,19500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000072.1,15500,16500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000074.1,18000,19000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000042.1,0,1000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000058.1,25000,26000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000046.1,58000,59000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000033.1,61500,62500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000033.1,62000,63000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000032.1,107000,108000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000032.1,107500,108500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000030.1,47500,48500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000030.1,48000,49000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000012.1,135000,136000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000058.1,24500,25500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000076.1,9000,10000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000101.1,37500,38500,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000099.1,11000,12000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000323.1,0,1000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,CAS: 1 (100.0%),Temperature: 1 (100.0%),Yes: 1,0.02361310268880512
JRIU01000292.1,0,1000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
JRIU01000396.1,3000,4000,1,0.023896359939695216,41.84737769784172,0.02361310268880512,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.02361310268880512
