Scaffold,Start,End,Observed,Expected,Fold_Enrichment,P_Value,Treatments,Adaptations,Gene_Presence,Q_Value
JRIU01000246.1,36000,37000,3,0.025873396913123237,115.94921262458472,2.831307609807432e-06,WT-37: 3 (100.0%),Temperature: 3 (100.0%),No: 3,9.842164548378216e-06
JRIU01000246.1,35500,36500,3,0.025873396913123237,115.94921262458472,2.831307609807432e-06,WT-37: 3 (100.0%),Temperature: 3 (100.0%),No: 3,9.842164548378216e-06
JRIU01000112.1,0,1000,3,0.025873396913123237,115.94921262458472,2.831307609807432e-06,WTA: 3 (100.0%),Low Oxygen: 3 (100.0%),No: 3,9.842164548378216e-06
JRIU01000166.1,18000,19000,2,0.025873396913123237,77.29947508305648,0.00032899846796097254,WT-37: 1 (50.0%); WTA: 1 (50.0%),Temperature: 1 (50.0%); Low Oxygen: 1 (50.0%),No: 2,0.0006861968046043142
JRIU01000126.1,79000,80000,2,0.025873396913123237,77.29947508305648,0.00032899846796097254,WT-37: 1 (50.0%); WTA: 1 (50.0%),Temperature: 1 (50.0%); Low Oxygen: 1 (50.0%),No: 2,0.0006861968046043142
JRIU01000243.1,500,1500,2,0.025873396913123237,77.29947508305648,0.00032899846796097254,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0006861968046043142
JRIU01000036.1,40500,41500,2,0.025873396913123237,77.29947508305648,0.00032899846796097254,WT-37: 1 (50.0%); WTA: 1 (50.0%),Temperature: 1 (50.0%); Low Oxygen: 1 (50.0%),No: 2,0.0006861968046043142
JRIU01000126.1,80000,81000,2,0.025873396913123237,77.29947508305648,0.00032899846796097254,WT-37: 1 (50.0%); WTA: 1 (50.0%),Temperature: 1 (50.0%); Low Oxygen: 1 (50.0%),No: 2,0.0006861968046043142
JRIU01000031.1,127000,128000,2,0.025873396913123237,77.29947508305648,0.00032899846796097254,WT-37: 1 (50.0%); WTA: 1 (50.0%),Temperature: 1 (50.0%); Low Oxygen: 1 (50.0%),No: 2,0.0006861968046043142
JRIU01000223.1,0,1000,2,0.025873396913123237,77.29947508305648,0.00032899846796097254,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0006861968046043142
JRIU01000115.1,14500,15500,2,0.025873396913123237,77.29947508305648,0.00032899846796097254,WT-37: 1 (50.0%); WTA: 1 (50.0%),Temperature: 1 (50.0%); Low Oxygen: 1 (50.0%),No: 2,0.0006861968046043142
JRIU01000115.1,14000,15000,2,0.025873396913123237,77.29947508305648,0.00032899846796097254,WT-37: 1 (50.0%); WTA: 1 (50.0%),Temperature: 1 (50.0%); Low Oxygen: 1 (50.0%),No: 2,0.0006861968046043142
JRIU01000166.1,17500,18500,2,0.025873396913123237,77.29947508305648,0.00032899846796097254,WT-37: 1 (50.0%); WTA: 1 (50.0%),Temperature: 1 (50.0%); Low Oxygen: 1 (50.0%),No: 2,0.0006861968046043142
JRIU01000098.1,0,1000,2,0.025873396913123237,77.29947508305648,0.00032899846796097254,WT-37: 1 (50.0%); WTA: 1 (50.0%),Temperature: 1 (50.0%); Low Oxygen: 1 (50.0%),No: 2,0.0006861968046043142
JRIU01000098.1,500,1500,2,0.025873396913123237,77.29947508305648,0.00032899846796097254,WT-37: 1 (50.0%); WTA: 1 (50.0%),Temperature: 1 (50.0%); Low Oxygen: 1 (50.0%),No: 2,0.0006861968046043142
JRIU01000292.1,0,1000,2,0.025873396913123237,77.29947508305648,0.00032899846796097254,WT-37: 1 (50.0%); WTA: 1 (50.0%),Temperature: 1 (50.0%); Low Oxygen: 1 (50.0%),No: 2,0.0006861968046043142
JRIU01000084.1,24500,25500,2,0.025873396913123237,77.29947508305648,0.00032899846796097254,WTA: 2 (100.0%),Low Oxygen: 2 (100.0%),No: 2,0.0006861968046043142
JRIU01000019.1,8500,9500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000192.1,88000,89000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000164.1,119500,120500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000164.1,120000,121000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000072.1,15500,16500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000154.1,130000,131000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000099.1,10500,11500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000099.1,11000,12000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000086.1,181000,182000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000087.1,0,1000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000086.1,180500,181500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000202.1,0,1000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000076.1,8500,9500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000076.1,9000,10000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000074.1,18000,19000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000074.1,18500,19500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000154.1,130500,131500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000192.1,87500,88500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000033.1,62000,63000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000205.1,38000,39000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000058.1,24500,25500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000033.1,61500,62500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000026.1,35000,36000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000046.1,58500,59500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000046.1,58000,59000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000056.1,48000,49000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000056.1,47500,48500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000058.1,25000,26000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000019.1,8000,9000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000205.1,37500,38500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000042.1,0,1000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000026.1,34500,35500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000325.1,0,1000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000072.1,15000,16000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000324.1,0,1000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WTA: 1 (100.0%),Low Oxygen: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000254.1,0,1000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000254.1,500,1500,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
JRIU01000396.1,3000,4000,1,0.025873396913123237,38.64973754152824,0.025541548752436527,WT-37: 1 (100.0%),Temperature: 1 (100.0%),No: 1,0.025541548752436527
