#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JRIU01000226.1	1	4264	384	2545	59.6857	11.4334	38.8	52
JRIU01000225.1	1	37117	11243	37117	100	44.7737	39.2	60
JRIU01000224.1	1	369	88	369	100	31.336	39.3	51.4
JRIU01000223.1	1	1779	1061	1753	98.5385	65.145	39.2	32.9
JRIU01000222.1	1	66247	18878	66247	100	42.0435	39.2	59.9
JRIU01000221.1	1	59649	16950	59630	99.9681	41.9224	39.2	59.4
JRIU01000220.1	1	74430	21855	74430	100	43.2632	39.2	59.8
JRIU01000219.1	1	68300	19578	68300	100	42.3392	39.2	60
JRIU01000218.1	1	251	50	251	100	25.9841	39.3	54.1
JRIU01000217.1	1	38622	10749	38618	99.9896	41.1936	39.2	57.9
JRIU01000216.1	1	85747	27271	84987	99.1137	43.6129	39.2	59.8
JRIU01000215.1	1	40602	14275	40519	99.7956	49.2316	39.2	57.9
JRIU01000214.1	1	1586	68	997	62.8625	5.0145	39.3	48
JRIU01000213.1	1	100299	29895	100184	99.8853	43.7376	39.2	59.5
JRIU01000212.1	1	97056	29304	96972	99.9135	44.1366	39.2	58.4
JRIU01000211.1	1	253	76	253	100	33.7431	39	49
JRIU01000210.1	1	26756	6983	26754	99.9925	38.5811	39.2	57.7
JRIU01000209.1	1	377	234	377	100	80.931	39.1	59.3
JRIU01000208.1	1	46428	13646	46425	99.9935	43.4506	39.2	59.8
JRIU01000207.1	1	6441	1797	6405	99.4411	40.6193	39.2	53.2
JRIU01000206.1	1	321	327	321	100	109.617	39.2	58.1
JRIU01000205.1	1	54996	10877	54537	99.1654	29.1521	39.1	8.63
JRIU01000204.1	1	236	91	236	100	49.4703	39.2	52.8
JRIU01000203.1	1	30927	8934	30602	98.9491	42.2859	39.2	59.6
JRIU01000202.1	1	18939	6231	18755	99.0285	44.6839	39.2	57.8
JRIU01000201.1	1	241589	72438	240979	99.7475	44.233	39.2	59.3
JRIU01000200.1	1	18433	5536	17974	97.5099	44.1247	39.2	59.7
JRIU01000199.1	1	103298	32391	102930	99.6437	46.031	39.2	58.9
JRIU01000198.1	1	283	264	283	100	99.5972	39.3	59.8
JRIU01000197.1	1	211	505	211	100	216.431	39.2	35.7
JRIU01000196.1	1	1537	401	1208	78.5947	31.3682	39.3	44.7
JRIU01000195.1	1	17280	4823	17266	99.919	41.2513	39.2	58.8
JRIU01000194.1	1	3526	1017	3526	100	41.5216	39.2	58.6
JRIU01000193.1	1	2184	591	2083	95.3755	37.9245	39.2	57.2
JRIU01000192.1	1	114136	33574	114136	100	42.6643	39.2	59.3
JRIU01000191.1	1	172874	51059	172576	99.8276	43.3327	39.2	59.5
JRIU01000190.1	1	235	140	235	100	49.2043	38.8	37.5
JRIU01000189.1	1	9852	3031	9852	100	43.9703	39.2	57.8
JRIU01000188.1	1	93523	27375	93452	99.9241	43.113	39.2	59.9
JRIU01000187.1	1	24915	10148	24747	99.3257	55.9667	39.2	46.8
JRIU01000186.1	1	75952	22305	75872	99.8947	43.0498	39.2	59.5
JRIU01000185.1	1	11680	4185	11680	100	50.9428	39.2	57.2
JRIU01000184.1	1	35488	10173	35457	99.9126	42.2828	39.2	57.7
JRIU01000183.1	1	110511	32370	109813	99.3684	43.1718	39.2	57.7
JRIU01000182.1	1	210	59	210	100	32.8619	38.9	41.7
JRIU01000181.1	1	230	750	230	100	320.696	39.2	42.5
JRIU01000180.1	1	8210	725	4743	57.771	11.4099	39.1	58.2
JRIU01000179.1	1	4041	1557	4036	99.8763	56.7498	39.1	8.55
JRIU01000178.1	1	15028	4393	14999	99.807	42.7493	39.1	58.4
JRIU01000177.1	1	76725	22955	76354	99.5165	44.0863	39.2	59.8
JRIU01000176.1	1	126538	36030	126247	99.77	41.9241	39.2	59.8
JRIU01000175.1	1	3459	2223	3433	99.2483	83.8557	39.2	49.5
JRIU01000174.1	1	337	209	337	100	81.3264	39.4	59.7
JRIU01000173.1	1	346	147	346	100	50.6243	39.1	50.4
JRIU01000172.1	1	531	816	379	71.3748	142.623	38.8	22
JRIU01000171.1	1	269	449	269	100	181.383	39.1	32.2
JRIU01000170.1	1	20198	5903	20028	99.1583	42.9603	39.2	59.9
JRIU01000169.1	1	19962	6051	19961	99.995	44.7154	39.2	58.3
JRIU01000168.1	1	985	2152	698	70.8629	196.477	39	36.5
JRIU01000167.1	1	37245	10939	36908	99.0952	43.0565	39.2	59.5
JRIU01000166.1	1	20288	7288	19870	97.9397	44.448	39.2	51.7
JRIU01000165.1	1	291	84	291	100	38.6632	39	51.5
JRIU01000164.1	1	133823	41258	133692	99.9021	45.5197	39.2	59.9
JRIU01000163.1	1	103880	29206	103666	99.794	41.4596	39.2	59.1
JRIU01000162.1	1	4815	1935	4810	99.8962	58.6679	39.2	40.8
JRIU01000161.1	1	3344	1046	3249	97.1591	43.1379	39.1	52.6
JRIU01000160.1	1	1049	729	775	73.8799	64.0248	39	55.6
JRIU01000159.1	1	1845	548	1833	99.3496	43.5875	39.2	17
JRIU01000158.1	1	117423	36932	117261	99.862	45.0231	39.2	59.8
JRIU01000157.1	1	307	275	307	100	110.769	39.3	37.2
JRIU01000156.1	1	11105	3173	10893	98.091	41.1111	39.2	58.8
JRIU01000155.1	1	23523	6734	23517	99.9745	42.2243	39.2	57.9
JRIU01000154.1	1	193654	55629	193571	99.9571	42.484	39.2	59.8
JRIU01000153.1	1	4096	1183	4096	100	42.0652	39.1	59.5
JRIU01000152.1	1	4818	1471	4818	100	44.3001	39.2	58.9
JRIU01000151.1	1	6540	4871	6482	99.1131	93.7962	39.2	30.2
JRIU01000150.1	1	612	212	590	96.4052	32.5507	38.8	47.7
JRIU01000149.1	1	23978	7112	23973	99.9791	43.8619	39.2	58.2
JRIU01000148.1	1	14492	3985	14482	99.931	40.7209	39.2	57.2
JRIU01000147.1	1	40134	11128	40103	99.9228	40.9819	39.2	59.6
JRIU01000146.1	1	16573	4584	16573	100	40.8572	39.2	59.8
JRIU01000145.1	1	36783	11322	36267	98.5972	45.4979	39.2	59.8
JRIU01000144.1	1	32124	10371	32079	99.8599	46.0786	39.2	59
JRIU01000143.1	1	1433	412	1428	99.6511	42.2868	39	20.6
JRIU01000142.1	1	68880	25333	68858	99.9681	53.5422	39.2	58.5
JRIU01000141.1	1	71009	19690	70985	99.9662	40.8565	39.2	58.4
JRIU01000140.1	1	34873	10370	34831	99.8796	43.8699	39.2	59.9
JRIU01000139.1	1	270	333	247	91.4815	90.6852	38.9	59.7
JRIU01000138.1	1	49460	15268	48339	97.7335	44.9511	39.2	59.2
JRIU01000137.1	1	124619	32628	124412	99.8339	38.4916	39.2	42.4
JRIU01000136.1	1	10620	3051	10510	98.9642	38.8249	39.2	49.4
JRIU01000135.1	1	68146	18811	68146	100	40.7721	39.2	59.2
JRIU01000134.1	1	2850	270	1752	61.4737	11.5347	39	50.7
JRIU01000133.1	1	336272	103822	335798	99.859	45.5057	39.2	59.8
JRIU01000132.1	1	36633	10324	36420	99.4186	41.5402	39.2	59.8
JRIU01000131.1	1	70561	20124	70415	99.7931	42.0981	39.2	59.4
JRIU01000130.1	1	434	671	387	89.1705	98.4424	38.4	23.3
JRIU01000129.1	1	20041	5912	20041	100	43.4977	39.2	59.8
JRIU01000128.1	1	4176	1117	4164	99.7126	38.4401	39.1	20.4
JRIU01000127.1	1	24131	6749	24130	99.9959	41.0529	39.2	59.5
JRIU01000126.1	1	133998	39170	133899	99.9261	43.053	39.2	59.5
JRIU01000125.1	1	43186	14626	42937	99.4234	47.3834	39.2	54.4
JRIU01000124.1	1	23266	7660	23050	99.0716	47.3167	39.2	58.8
JRIU01000123.1	1	117283	34439	117159	99.8943	42.8646	39.2	59.1
JRIU01000122.1	1	140950	41287	140912	99.973	43.231	39.2	59.5
JRIU01000121.1	1	59584	17955	59554	99.9497	44.5706	39.2	60
JRIU01000120.1	1	9674	3123	9674	100	47.288	39.1	38.4
JRIU01000119.1	1	385	202	338	87.7922	35.0701	39.2	50
JRIU01000118.1	1	1687	394	1655	98.1031	34.7078	39.2	60
JRIU01000117.1	1	211	261	211	100	109.209	39.3	58.8
JRIU01000116.1	1	59626	20472	59332	99.5069	46.9748	39.2	56.6
JRIU01000115.1	1	16715	4739	16629	99.4855	41.2604	39.2	51.9
JRIU01000114.1	1	306	1014	306	100	257.709	38.8	34.7
JRIU01000113.1	1	306	741	306	100	234.5	39.1	28.3
JRIU01000112.1	1	7027	1775	7022	99.9288	37.3571	39.2	56.2
JRIU01000111.1	1	263	75	263	100	32.3764	39.3	56.8
JRIU01000110.1	1	6782	3550	6777	99.9263	77.4042	39.2	19.3
JRIU01000109.1	1	10760	3867	10622	98.7175	49.7016	39.2	55.8
JRIU01000108.1	1	29787	8957	29758	99.9026	44.4324	39.2	59
JRIU01000107.1	1	409	586	313	76.5281	91.7164	38.2	19.4
JRIU01000106.1	1	755	305	618	81.8543	51.9338	39	55.8
JRIU01000105.1	1	759	212	759	100	37.004	39.2	55.8
JRIU01000104.1	1	42339	11991	42319	99.9528	41.61	39.2	58.3
JRIU01000103.1	1	86887	25489	86697	99.7813	41.9688	39.2	58.6
JRIU01000102.1	1	416	104	312	75	26.2476	39.3	41.9
JRIU01000101.1	1	79474	22503	79351	99.8452	41.8337	39.2	59.4
JRIU01000100.1	1	54648	16316	54368	99.4876	43.6768	39.2	59.4
JRIU01000099.1	1	89607	25064	89266	99.6194	40.7237	39.2	58.8
JRIU01000098.1	1	8525	2826	8395	98.4751	44.1131	39.3	48
JRIU01000097.1	1	46547	13992	46267	99.3985	44.2583	39.2	59.8
JRIU01000096.1	1	1312	305	1299	99.0091	34.1562	39.1	44.2
JRIU01000095.1	1	38291	11851	38181	99.7127	45.155	39.2	58.5
JRIU01000094.1	1	79276	24461	79108	99.7881	45.0198	39.2	59.5
JRIU01000093.1	1	29202	8178	29198	99.9863	41.1009	39.2	59.3
JRIU01000092.1	1	49227	14211	49227	100	42.6815	39.2	59.9
JRIU01000091.1	1	563	203	563	100	42.1155	39.1	48.3
JRIU01000090.1	1	4205	487	2561	60.9037	14.6271	39.1	53.4
JRIU01000089.1	1	127587	36394	127587	100	42.0665	39.2	59.2
JRIU01000088.1	1	190015	56490	189455	99.7053	42.8269	39.2	58.1
JRIU01000087.1	1	1754	814	1730	98.6317	65.2258	39.2	46.7
JRIU01000086.1	1	184319	55674	183742	99.687	44.3155	39.2	59.5
JRIU01000085.1	1	103145	29146	102832	99.6965	41.4422	39.2	59
JRIU01000084.1	1	25700	8146	25439	98.9844	45.2684	39.2	56.9
JRIU01000083.1	1	3222	381	2001	62.1043	16.193	39.3	59.5
JRIU01000082.1	1	342	191	342	100	61.9152	39.1	59.4
JRIU01000081.1	1	1140	96	1113	97.6316	11.4833	39.4	43.8
JRIU01000080.1	1	265	128	265	100	50.9736	39.2	41.6
JRIU01000079.1	1	14050	4717	14006	99.6868	47.5329	39.2	58.4
JRIU01000078.1	1	72546	21563	72522	99.9669	43.6494	39.2	58.9
JRIU01000077.1	1	20828	6596	20828	100	46.7526	39.2	59.9
JRIU01000076.1	1	10056	3063	9893	98.3791	43.5076	39.2	52.7
JRIU01000075.1	1	39173	12374	38846	99.1652	46.1784	39.2	59.2
JRIU01000074.1	1	85433	24409	85242	99.7764	41.7567	39.2	59.7
JRIU01000073.1	1	272	168	272	100	80.6838	39.3	58.5
JRIU01000072.1	1	150714	42144	150655	99.9609	41.3412	39.2	59.6
JRIU01000071.1	1	4256	1453	4234	99.4831	48.0324	39.2	56.8
JRIU01000070.1	1	71065	21320	70843	99.6876	44.2412	39.2	59.6
JRIU01000069.1	1	2222	927	2215	99.685	56.5585	39.2	49.5
JRIU01000068.1	1	236	137	236	100	51.1186	39	37.2
JRIU01000067.1	1	67078	21249	66937	99.7898	45.9189	39.2	57.5
JRIU01000066.1	1	4142	1475	4142	100	51.4742	39.2	51
JRIU01000065.1	1	125219	35808	125219	100	42.2035	39.2	59.7
JRIU01000064.1	1	108796	30985	108591	99.8116	42.0524	39.2	58.8
JRIU01000063.1	1	323	739	323	100	198.012	39.2	39.6
JRIU01000062.1	1	228550	70545	228177	99.8368	44.8719	39.2	59.9
JRIU01000061.1	1	344	958	328	95.3488	177.98	38.2	18.8
JRIU01000060.1	1	41077	11649	40983	99.7712	41.7595	39.2	59.5
JRIU01000059.1	1	213	56	213	100	31.23	39.2	53.9
JRIU01000058.1	1	78266	22672	77822	99.4327	42.5203	39.2	58.4
JRIU01000057.1	1	49255	14555	49249	99.9878	43.6243	39.2	58.8
JRIU01000056.1	1	89927	27787	89927	100	44.8271	39.2	58.1
JRIU01000055.1	1	66600	18392	66588	99.982	40.7906	39.2	59.4
JRIU01000054.1	1	4663	1289	4663	100	40.3213	39.2	59.1
JRIU01000053.1	1	8106	2178	7841	96.7308	38.9383	39.2	58.8
JRIU01000052.1	1	65944	21396	65792	99.7695	47.4144	39.2	59.5
JRIU01000051.1	1	230	412	208	90.4348	177.613	39.1	41.7
JRIU01000050.1	1	8978	3968	8978	100	62.7776	39.3	47.7
JRIU01000049.1	1	2689	885	2689	100	46.9721	39.2	57.8
JRIU01000048.1	1	16579	5144	16579	100	45.834	39.2	59.9
JRIU01000047.1	1	47648	15038	47625	99.9517	46.3025	39.2	59.7
JRIU01000046.1	1	114207	35346	113894	99.7259	45.5425	39.2	59.7
JRIU01000045.1	1	19072	5572	19072	100	41.6204	39.3	59.8
JRIU01000044.1	1	392	214	392	100	64.4872	39.2	48.2
JRIU01000043.1	1	209686	62277	209354	99.8417	43.2435	39.2	58.5
JRIU01000042.1	1	1420	3246	1339	94.2958	241.867	38.9	38.2
JRIU01000041.1	1	80581	23425	80222	99.5545	42.6722	39.2	59.7
JRIU01000040.1	1	2684	775	2484	92.5484	40.3234	39.2	58.9
JRIU01000039.1	1	4389	496	2343	53.3835	12.6771	39.2	51.5
JRIU01000038.1	1	19970	5871	19945	99.8748	43.1293	39.2	59.4
JRIU01000037.1	1	243759	71222	243502	99.8946	43.1494	39.2	59.7
JRIU01000036.1	1	41874	12110	41548	99.2215	42.8446	39.2	59.1
JRIU01000035.1	1	35501	10908	35298	99.4282	45.2851	39.2	59.5
JRIU01000034.1	1	7726	2407	7722	99.9482	45.3716	39.3	55.5
JRIU01000033.1	1	63080	17538	63059	99.9667	41.1464	39.2	59.3
JRIU01000032.1	1	112697	33525	112323	99.6681	43.2275	39.2	59.5
JRIU01000031.1	1	128238	37146	126816	98.8911	42.3399	39.2	59
JRIU01000030.1	1	102607	28638	101913	99.3236	41.171	39.2	59.9
JRIU01000029.1	1	2889	1032	2889	100	51.902	39.2	59.5
JRIU01000028.1	1	976	1514	678	69.4672	145.473	39.2	41.8
JRIU01000027.1	1	200129	59289	199874	99.8726	43.587	39.2	59.8
JRIU01000026.1	1	92597	27049	92362	99.7462	43.1088	39.2	59.8
JRIU01000025.1	1	697	305	673	96.5567	51.7747	39.4	52.5
JRIU01000024.1	1	7628	2037	7364	96.5391	38.9013	39.2	59.5
JRIU01000023.1	1	2917	790	2917	100	39.4004	39.3	59.1
JRIU01000022.1	1	2797	856	2797	100	43.7458	39.2	59.4
JRIU01000021.1	1	43940	13421	43916	99.9454	45.0204	39.2	59
JRIU01000020.1	1	582	297	406	69.7595	46.8557	39.3	53
JRIU01000019.1	1	99425	30712	99353	99.9276	45.3016	39.2	59.5
JRIU01000018.1	1	100695	29911	100416	99.7229	43.7299	39.2	59.8
JRIU01000017.1	1	1644	489	1588	96.5937	37.2804	39.2	55.7
JRIU01000016.1	1	90696	28636	90252	99.5105	45.1071	39.2	58.8
JRIU01000015.1	1	339	185	339	100	57.236	39	51.2
JRIU01000014.1	1	53418	15511	53383	99.9345	42.8568	39.2	59.3
JRIU01000013.1	1	8324	2493	8117	97.5132	43.8466	39.2	59.6
JRIU01000012.1	1	150181	44598	149971	99.8602	43.7603	39.2	59.8
JRIU01000011.1	1	1490	432	1482	99.4631	42.5074	39.3	45
JRIU01000010.1	1	32399	9654	32399	100	44.0225	39.2	54
JRIU01000009.1	1	57716	18492	57400	99.4525	47.155	39.2	58.9
JRIU01000008.1	1	13055	3767	13030	99.8085	42.4139	39.2	59.8
JRIU01000007.1	1	260032	74838	259872	99.9385	42.2952	39.2	59.4
JRIU01000006.1	1	81554	23160	81363	99.7658	41.6376	39.2	58
JRIU01000005.1	1	679	253	679	100	48.9529	39.1	57.7
JRIU01000004.1	1	81668	24162	81424	99.7012	43.3348	39.2	58.5
JRIU01000003.1	1	65673	19204	65263	99.3757	42.1105	39.2	58.2
JRIU01000002.1	1	114563	31788	113714	99.2589	40.9493	39.2	59.2
JRIU01000001.1	1	9053	2662	9053	100	41.6666	39.2	58.2
JRIU01000415.1	1	230	432	230	100	218.843	39.3	58.3
JRIU01000414.1	1	2135	5491	2135	100	354.806	39.2	59.3
JRIU01000413.1	1	686	362	686	100	64.016	39.2	56.8
JRIU01000412.1	1	266	201	266	100	53.3421	39.4	54.2
JRIU01000411.1	1	1143	1769	1143	100	226.883	39.4	60
JRIU01000410.1	1	201	230	201	100	132.512	39.2	59.9
JRIU01000409.1	1	593	1686	593	100	329.098	39	57.8
JRIU01000408.1	1	1121	333	1121	100	42.4264	39.1	59.9
JRIU01000407.1	1	1511	2528	1511	100	242.635	39.3	60
JRIU01000406.1	1	4960	9989	4960	100	293.004	39.3	60
JRIU01000405.1	1	709	529	709	100	101.597	39.3	58.8
JRIU01000404.1	1	3602	4230	3602	100	172.937	39.3	60
JRIU01000403.1	1	1135	988	1135	100	125.869	39.4	60
JRIU01000402.1	1	2698	2228	2698	100	115.539	39.3	58.7
JRIU01000401.1	1	2066	1659	2066	100	116.893	39.3	60
JRIU01000400.1	1	6091	6758	6091	100	161.888	39.2	60
JRIU01000399.1	1	3589	4364	3589	100	176.903	39.3	59.8
JRIU01000398.1	1	724	403	708	97.7901	51.3895	39.2	60
